_start,timestamp,username,source,osm_id,Name of Facility,House Number,Street,Post Code,City,Country,Phone Number,Operator Type,Facility Operator Name,Facility Location,_Facility Location_latitude,_Facility Location_longitude,_Facility Location_altitude,_Facility Location_precision,Operational Status,When is the facility open?,Which days is this facility open?,Which days is this facility open?/Monday,Which days is this facility open?/Tuesday,Which days is this facility open?/Wednesday,Which days is this facility open?/Thursday,Which days is this facility open?/Friday,Which days is this facility open?/Saturday,Which days is this facility open?/Sunday,Which days is this facility open?/Public Holidays,Enter open hours for each day:,Monday open hours,Tuesday open hours,Wednesday open hours,Thursday open hours,Friday open hours,Saturday open hours,Sunday open hours,Public Holiday open hours,_select_hours,Enter weekday hours,OSM 'opening_hours',opening_hours,Verify the open hours are correct or go back and fix:,Facility Category,Available Services,Available Services/Doctor,Available Services/Pharmacy,Available Services/Hospital,Available Services/Clinic,Available Services/Dentist,Available Services/Physiotherapy,Available Services/Alternative,Available Services/Laboratory,Available Services/Optometry/Ophtalmology,Available Services/Rehabilitation,Available Services/Blood donation,Available Services/Birthing center,Specialities,Specialities/xx,Speciality medical equipment available,Speciality medical equipment available/Ultrasound,Speciality medical equipment available/MRI,Speciality medical equipment available/X-Ray,Speciality medical equipment available/Dialysis,Speciality medical equipment available/Operating Theater,Speciality medical equipment available/Laboratory,Speciality medical equipment available/Imaging Equipment,Speciality medical equipment available/Intensive Care Unit,Speciality medical equipment available/Emergency Department,Does this facility provide Emergency Services?,Does the pharmacy dispense prescription medication?,Number of Beds,Number of Doctors,Number of Nurses,Types of insurance accepted?,Types of insurance accepted?/Public,Types of insurance accepted?/Private,Types of insurance accepted?/None,Types of insurance accepted?/Unknown,Is this facility wheelchair accessible?,What is the source of water for this facility?,What is the source of power for this facility?,URL for this location (if available),In which health are is the facility located?,In which health zone is the facility located?,__version__,_id,_uuid,_submission_time,_validation_status,_index
2020-08-13T11:38:26.160-00:00,2020-08-13T12:18:56.419-00:00,username not found,HS-Gather-2019-Senegal,e9b39721-343f-4a1c-b389-8758e6bdef39,Maternité Guinaw Rail Sud Issa Mbengue,+221775187864,"Pikine, Guinaw Rail Sud à 10 mètre du Poste de Santé",,Dakar,Sénégal,+221338348436,Public,Ministère de la Santé et de l'Action Sociale,14.7517 -17.3894 0 0,14.7517,-17.3894,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Birthing center,0,0,0,0,0,0,0,0,0,0,0,1,,,Ultrasound Imaging Equipment Emergency Department,1,0,0,0,0,0,1,0,1,Yes,,12,,3,Public Private,1,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63359419,f3ae3d32-329d-42a4-9e95-47752a7064d2,2020-08-13T12:19:25,,87
2020-08-13T12:38:55.239-00:00,2020-08-13T13:40:43.276-00:00,username not found,HS-Gather-2019-Senegal,ca0e4fae-9991-451a-b411-1537fdbf5cc7,Centre Hospitalier Youssou Mbargane Diop,,route de sangalkam,000,Rufisque,Sénégal,338366327,Public,Cheikh Mbaye SECK,14.726071 -17.259332 28 15.5,14.726071,-17.259332,28,15.5,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Dentist Alternative Laboratory Optometry/Ophtalmology Birthing center,1,1,0,0,1,0,1,1,1,0,0,1,,,Ultrasound X-Ray Operating Theater Laboratory Imaging Equipment Emergency Department,1,0,1,0,1,1,1,0,1,Yes,,82,26,5,Public Private,1,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63369402,830be63a-9cf7-4f4d-b22f-6b2a51827433,2020-08-13T13:40:59,,88
2020-08-13T12:18:56.704-00:00,2020-08-13T13:46:51.875-00:00,username not found,HS-Gather-2019-Senegal,677ebeb6-be48-4fe2-ad5a-1c0e0020339a,Clinique du CAP Manuel,,Avenue Pasteur à Coté de l'Institut Pasteur Dakar,583,Dakar,Sénégal,+221338890202,Private,Fadouael ARGOUBI,14.653237 -17.433934 0 0,14.653237,-17.433934,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Clinic,Doctor Clinic Physiotherapy Laboratory Optometry/Ophtalmology Birthing center,1,0,0,1,0,1,0,1,1,0,0,1,,,Ultrasound Operating Theater Laboratory Imaging Equipment Emergency Department,1,0,0,0,1,1,1,0,1,Yes,,,,,Private,0,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63370566,7bb96fa3-4dab-459d-b90b-8d9cd1d50226,2020-08-13T13:48:47,,89
2020-08-13T17:38:22.942-00:00,2020-08-13T17:44:21.295-00:00,username not found,HS-Gather-2019-Senegal,f9fed995-d630-4c95-b48f-56d25f4b99a0,Moustapha  Ndiaye,,,,Dakar,Sénégal,,Public,Ministère de la santé,14.749074 -17.391385 41.89999771118164 5.685999870300293,14.749074,-17.391385,41.89999771118164,5.685999870300293,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Dentist,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,No,,,,,Public,1,0,0,0,No,Groundwater,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63395778,0e618198-8786-4f7e-8f3a-5f73a2eb5001,2020-08-13T17:44:33,,90
2020-08-13T17:03:51.399-00:00,2020-08-13T18:08:10.892-00:00,username not found,HS-Gather-2019-Senegal,c0e923c3-9875-4838-b078-44092e1bd7f4,centre hospitalier  national mathlaboul fawzaini de touba,touba dianatoul mahma,,,touba,senegal,339740547,Public,MATAR LO,14.858532 -15.907859 0 37,14.858532,-15.907859,0,37,Operational,Only open on weekdays with the same hours every day.,,,,,,,,,,,,,,,,,,,,tous les jours 24/24,,Mo-Fr tous les jours 24/24; PH off,,Hospital,Doctor Pharmacy Dentist Alternative Laboratory Optometry/Ophtalmology Rehabilitation Blood donation Birthing center,1,1,0,0,1,0,1,1,1,1,1,1,,,X-Ray Dialysis Operating Theater Laboratory Imaging Equipment Intensive Care Unit Emergency Department,0,0,1,1,1,1,1,1,1,Yes,,,,,Public Private,1,1,0,0,Yes,Powered pump,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63397982,19a93cb2-1eb6-4b88-a2aa-55ddc83455b9,2020-08-13T18:08:24,,91
2020-08-13T18:08:10.975-00:00,2020-08-13T18:12:34.140-00:00,username not found,HS-Gather-2019-Senegal,d5aafc8b-8d1e-4e08-8595-f1ad2482e033,centre hospitalier national mathlaboul fawzaini de touba,,,,,,,,matar lo,14.858606 -15.907828 0 45,14.858606,-15.907828,0,45,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Dentist Laboratory Optometry/Ophtalmology Rehabilitation Blood donation Birthing center,1,1,0,0,1,0,0,1,1,1,1,1,,,X-Ray Dialysis Operating Theater Laboratory Imaging Equipment Intensive Care Unit Emergency Department,0,0,1,1,1,1,1,1,1,,,,,,Public,1,0,0,0,,,,,,,vhREqQbVASG9GM2ppszLcE,63398431,b2aa4ab2-5749-4e87-a4b0-1770b8757b82,2020-08-13T18:12:46,,92
2020-08-13T18:12:34.232-00:00,2020-08-13T18:18:39.056-00:00,username not found,HS-Gather-2019-Senegal,ab4cb794-add5-4e2d-8d8d-43883cd3ea59,CENTRE HOSPITALIER NATIONAL MATHLABOUL FAWZAINI DE TOUBA,,,,,,,,MATAR LO,14.858606 -15.907828 0 45,14.858606,-15.907828,0,45,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Hospital,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,Yes,,,,,Public,1,0,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63399043,5b0a6925-8c6c-4e46-9c76-408af02959eb,2020-08-13T18:18:51,,93
2020-08-14T10:48:15.745-00:00,2020-08-14T11:04:32.417-00:00,username not found,HS-Gather-2019-Senegal,c2071ca4-3c92-41f0-8a8e-f69943804908,ETABLISSEMENT PUBLIC DE SANTE DE KAFFRINE,,,26,DAKAR,SENEGAL,+221338270024,Public,BABAKAR SENE,14.099402 -15.556837 0 45,14.099402,-15.556837,0,45,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Clinic Dentist Laboratory Optometry/Ophtalmology Rehabilitation Blood donation Birthing center,1,1,0,1,1,0,0,1,1,1,1,1,,,Ultrasound X-Ray Operating Theater Laboratory Imaging Equipment Emergency Department,1,0,1,0,1,1,1,0,1,Yes,,76,8,22,Public Private,1,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63460084,9ff83438-1b72-48d1-a99b-637b639d6ac5,2020-08-14T11:01:16,,94
2020-08-14T10:25:58.727-00:00,2020-08-14T11:05:49.705-00:00,username not found,HS-Gather-2019-Senegal,866dc6a7-75b6-4087-8710-4c7299bf09fa,ETABLISSEMENT PUBLIC DE SANTE DE NIVEAU 1 DE KAFFRINE,,,26,KAFFRINE,SÉNÉGAL,776606944,Public,BABAKAR SENE,14.099392 -15.556815 0 52,14.099392,-15.556815,0,52,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Dentist Laboratory Optometry/Ophtalmology Rehabilitation Blood donation Birthing center,1,1,0,0,1,0,0,1,1,1,1,1,,,Ultrasound X-Ray Dialysis Operating Theater Laboratory Imaging Equipment Emergency Department,1,0,1,1,1,1,1,0,1,Yes,,76,8,23,Public,1,0,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63460263,88b8b22c-49b1-47c1-a1ca-1ded82f13e96,2020-08-14T11:02:31,,95
2020-08-14T11:42:20.183-00:00,2020-08-14T11:59:01.296-00:00,username not found,HS-Gather-2019-Senegal,a0c6e91e-11cc-4d99-acf0-03357e8f3de2,Maternité de Ndande,33 959 55 43,"Ndande,Diama",,Ndande,SENEGAL,,Public,MINISTERE DE LA SANTE ET DE L'ACTION SOCIALE,15.283174 -16.525956 0 0,15.283174,-16.525956,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Laboratory Birthing center,0,0,0,0,0,0,0,1,0,0,0,1,,,Laboratory,0,0,0,0,0,1,0,0,0,Yes,,6,0,1,Unknown,0,0,0,1,Limited,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63466240,f9721d4e-d18e-4eb5-b55e-93e520f08e0d,2020-08-14T11:59:12,,96
2020-08-13T23:05:44.758+02:00,2020-08-14T14:13:57.645+02:00,username not found,HS-Gather-2019-Senegal,8e9313c7-d078-4f49-80ef-dc361143f3c6,Centre de santé de Kolda,33 996 11 05,Sikilo à côté de la gendarmerie de Kolda,,Sikilo à côté de la gendarmerie de Kolda,kolda sikilo à côté de la gendarmerie,775480703,Public,souleymane sagna,12.897573 -14.937717 0 0,12.897573,-14.937717,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Dentist Laboratory Optometry/Ophtalmology Birthing center,1,1,0,0,1,0,0,1,1,0,0,1,,,Laboratory Imaging Equipment,0,0,0,0,0,1,1,0,0,Yes,,4,2,5,Public Private,1,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63468536,3b89aca9-670e-40c8-873b-f58db4f03164,2020-08-14T12:14:09,,97
2020-08-14T13:11:38.175-00:00,2020-08-14T13:18:35.980-00:00,username not found,HS-Gather-2019-Senegal,f98b469f-97cb-4512-ac01-884ed156c4bc,PS Coumbacara,,,,Kolda,Sénégal,779018517,Public,Sékou FOFANA,12.721052 -14.477479 0 4251,12.721052,-14.477479,0,4251,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,No,,18,0,1,None,0,0,1,0,No,Well,Solar,,,,vhREqQbVASG9GM2ppszLcE,63477086,e0f3bf13-47af-40d2-a58e-42e2dfedcc12,2020-08-14T13:18:53,,98
2020-08-15T13:45:20.502-00:00,2020-08-15T13:56:05.221-00:00,username not found,HS-Gather-2019-Senegal,a327ca23-428c-4c91-891e-4ddd1ee22787,PS Sare Moussa,,,,,,774518340,Public,Dieynabou Barry,12.691248 -16.211782 15.7 2.799999952316284,12.691248,-16.211782,15.7,2.799999952316284,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Birthing center,1,1,0,0,0,0,0,0,0,0,0,1,,,Emergency Department,0,0,0,0,0,0,0,0,1,Yes,,7,0,1,Public,1,0,0,0,Yes,Groundwater,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63575350,57df801a-61cc-453c-b38d-d0750d2c49cf,2020-08-15T13:56:24,,99
2020-08-15T11:41:13.266-00:00,2020-08-15T14:02:47.511-00:00,username not found,HS-Gather-2019-Senegal,9fc80591-9e9e-49c4-be6a-360618924d9e,IBRAHIMANIMA,,,,Kolda,Commune bagadadji région de kolda,779589881,Public,Sadou bailo balde,12.783133 -14.662937 0 3363,12.783133,-14.662937,0,3363,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Pharmacy,Doctor Pharmacy Birthing center,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,Yes,Yes,6,,2,Public,1,0,0,0,Yes,Well,Solar,,,,vhREqQbVASG9GM2ppszLcE,63575971,d3c8889e-62b3-4a82-975a-f7200b91da11,2020-08-15T14:03:27,,100
2020-08-17T13:06:33.626-00:00,2020-08-17T13:31:56.174-00:00,username not found,HS-Gather-2019-Senegal,11f841bb-68f1-4af1-816e-429f4186d3a4,Poste de santé Djinkoré,,,,Tambacounda,Senegal,775590354,,Fatoumata kankou Diarra,13.723432 -13.668249 0 3286,13.723432,-13.668249,0,3286,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Birthing center,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,Yes,,9,,0,None,0,0,1,0,Yes,Groundwater,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63753008,111115dc-18d1-4a02-a99a-2a8ae90db828,2020-08-17T13:32:21,,101
2020-08-17T13:31:56.406-00:00,2020-08-17T14:07:33.344-00:00,username not found,HS-Gather-2019-Senegal,f59b2685-e1ed-40fa-baac-8d8d94ec26b2,Poste de santé,,,,Tambacounda,Senegal,775590354,,Fatoumata kankou Diarra,13.723432 -13.668249 0 3286,13.723432,-13.668249,0,3286,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Birthing center,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,Yes,,9,,,Public,1,0,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63756959,f1666631-78f4-49f3-85b1-fe5bb8d6208b,2020-08-17T14:07:48,,102
2020-08-17T16:20:29.625-00:00,2020-08-17T16:35:51.787-00:00,username not found,HS-Gather-2019-Senegal,bdde54a8-543f-4d64-9103-9cfa4846f19b,DISTRICT SANITAIRE DE BAMBEY,,,,BAMBEY,SENEGAL,775600456,Public,Djibril Thiaré,14.845565 -16.830953 0 0,14.845565,-16.830953,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Dentist Laboratory Optometry/Ophtalmology Birthing center,1,1,0,0,1,0,0,1,1,0,0,1,,,X-Ray Laboratory Emergency Department,0,0,1,0,0,1,0,0,1,Yes,,3,2,1,Public,1,0,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63773851,99fc6e93-5c59-40cb-a0c9-f01da3bae2bc,2020-08-17T16:36:02,,103
2020-08-19T15:14:12.043-00:00,2020-08-19T15:31:51.327-00:00,username not found,HS-Gather-2019-Senegal,e0e0cd13-4887-4365-b403-b690c8cab9c8,CENTRE  DE SANTE  NIORO DU RIP,,,BP 09,NIORO DU RIP,SENEGAL,775423901,Public,MINISTERE DE LA SANTE,14.867552 -16.817838 0 243132,14.867552,-16.817838,0,243132,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Hospital Dentist Laboratory Optometry/Ophtalmology Blood donation Birthing center,1,1,1,0,1,0,0,1,1,0,1,1,,,Ultrasound X-Ray Operating Theater Laboratory Imaging Equipment Intensive Care Unit Emergency Department,1,0,1,0,1,1,1,1,1,Yes,,44,3,15,None,0,0,1,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,64021810,bee57bdd-a62b-4ec1-9ee4-597a9d6a9bdf,2020-08-19T15:32:03,,104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
