#"idGeo","Facility","type","Ext Ref","Payam","County","State","Deleted","Indicators","Sampled","Pilot Accessible","Pilot Operational","Extension Accessible","Extension Operational","Alternate Names","Location","ACLED Refs"
2131,"Kasi PHCU","Primary Health Care Unit","FC10090706","Unknown Payam In Yambio","Yambio County","Gbudwe","",0,0,0,0,0,0,"","5.12791, 28.54458",""
2132,"Kasia PHCU","Primary Health Care Unit","FC010099944","Unknown Payam In Yambio","Yambio County","Gbudwe","",114,1,0,0,1,0,"kasia-phcu","0.00000, 0.00000","1668745; 1618185"
2133,"Katiko Hospital","State Hospital","FC02040902","Unknown Payam In Kapoeta South","Kapoeta South County","Namorunyang","",0,0,0,0,0,0,"","4.56020, 33.67776",""
2134,"Katta PHCU","Primary Health Care Unit","FC09020506","Ringi","Raga County","Lol","",122,1,0,0,1,1,"Katta","8.43809, 25.00098",""
2135,"Kediba PHCC","Primary Health Care Centre","FC010049934","Unknown Payam In Mundri East","Mundri East County","Amadi","",135,1,0,0,1,1,"kediba-phcc","5.34820, 30.32023",""
2136,"Keew PHCC","Primary Health Care Centre","FC03069930","Unknown Payam In Fangak","Fangak County","Western Bieh","",0,0,0,0,0,0,"","9.06839, 30.68374",""
2137,"Keew PHCC","Primary Health Care Centre","FC03060802","Unknown Payam In Fangak","Fangak County","Western Bieh","Deleted",0,0,0,0,0,0,"keew-phcc","9.06839, 30.68374",""
2138,"Ketgwang PHCU","Primary Health Care Unit","FC07050504","Unknown Payam in Manyo County","Manyo County","Western Nile","",0,0,0,0,0,0,"","10.76072, 30.38951",""
2139,"Khaltok PHCU","Primary Health Care Unit","FC04019934","Unknown Payam In Awerial","Awerial County","Eastern Lakes","",0,0,0,0,0,0,"khaltok-phcu","6.14943, 31.22973",""
2140,"Khor Romula/Jenduru PHCU","Primary Health Care Unit","FC01019944","Unknown Payam In Juba","Juba County","Jubek","",0,0,0,0,0,0,"khor-romula/jenduru-phcu","4.72144, 31.47881",""
2141,"Khoradep PHCU","Primary Health Care Unit","FC03079922","Unknown Payam In Pibor","Pibor County","Boma","",0,0,0,0,0,0,"khoradep-phcu","6.39537, 33.57272",""
2142,"Khorhajar PHCU","Primary Health Care Unit","FC09020608","Uyujuku","Raga County","Lol","",0,0,0,0,0,0,"","8.96300, 27.16500",""
2143,"Khorwach PHCU","Primary Health Care Unit","FC03049926","Unknown Payam In Pigi","Pigi County","Eastern Nile","",0,0,0,0,0,0,"khorwach-phcu","9.08590, 31.44115",""
2144,"Kicenga PHCC","Primary Health Care Centre","FC02079940","Unknown Payam In Magwi","Magwi County","Imatong","",130,1,0,0,1,1,"kicenga-phcc","3.89404, 32.65444",""
2145,"Kierwanding PHCU","Primary Health Care Unit","FC07069920","Unknown Payam In Nasir","Nasir County","Latjoor","",0,0,0,0,0,0,"kierwanding-phcu","8.83564, 33.15923",""
2146,"Kiir Mayardit Woman Hospital","County Hospital","FC04039944","Unknown Payam In Rumbek Central","Rumbek Centre County","Western Lakes","",0,0,0,0,0,0,"kiir-mayardit-woman-hospital","6.99355, 29.69260",""
2147,"Kimatong PHCC","Primary Health Care Centre","FC02099936","Unknown Payam In Budi","Budi County","Namorunyang","",0,0,0,0,0,0,"kimatong-phcc","0.00000, 0.00000",""
2148,"Kinyiba PHCU","Primary Health Care Unit","FC01029952","Unknown Payam In Kajo Keji","Kajo Keji County","Yei River","",114,1,0,0,0,0,"Kinyiba, kinyiba-phcu","0.00000, 0.00000",""
2149,"Kirot nyumbo PHCU","Primary Health Care Unit","FC01059942","Unknown Payam In Terekeka","Terekeka County","Terekeka","",0,0,0,0,0,0,"kirot-nyumbo-phcu","5.66098, 31.31872",""
2150,"Kirrik PHCU","Primary Health Care Unit","FC08059930","Unknown Payam In Tonj North","Tonj North County","Tonj State","",118,1,0,0,1,1,"Kirrik, kirrik-phcu","7.88525, 28.81616",""
2151,"Koatnyakoang PHCU","Primary Health Care Unit","FC03060606","Unknown Payam In Fangak","Fangak County","Western Bieh","Deleted",0,0,0,0,0,0,"koatnyakoang-phcu","9.06839, 30.68374",""
2152,"Koatnyakoang PHCU","Primary Health Care Unit","FC03069932","Unknown Payam In Fangak","Fangak County","Western Bieh","",0,0,0,0,0,0,"","9.06839, 30.68374",""
2153,"Kodok IDP Mobile Clinic","Specialized Hospital/Clinic","FC07029930","Unknown Payam in Kodok County","Kodok County","Western Nile","",0,0,0,0,0,0,"kodok-idp-mobile-clinic","9.97972, 31.84152",""
2154,"Kolapach PHCU","Primary Health Care Unit","FC03060704","Unknown Payam In Fangak","Fangak County","Western Bieh","",0,0,0,0,0,0,"","9.06839, 30.68374",""
2155,"Kombi PHCU","Primary Health Care Unit","FC010109928","Unknown Payam In Mvolo","Mvolo County","Amadi","",0,0,0,0,0,0,"kombi-phcu","0.00000, 0.00000",""
2156,"Komiri PHCC","Primary Health Care Centre","FC02099938","Unknown Payam In Budi","Budi County","Namorunyang","",0,0,0,0,0,0,"komiri-phcc","4.36075, 33.44146",""
2157,"Kor Adar IDP Clinic","Specialized Hospital/Clinic","FC07049926","Unknown Payam In Melut","Melut County","Eastern Nile","",0,0,0,0,0,0,"kor-adar-idp-clinic","10.37811, 32.56831",""
2158,"Kuachdeng PHCU","Primary Health Care Unit","FC03110908","Unknown Payam In Ayod","Ayod County","Western Bieh","",0,0,0,0,0,0,"","8.29480, 30.97930",""
2159,"Kuajena Community Hospital","County Hospital","FC09019958","Unknown Payam In Jur River","Gogrial West County","Gogrial East","",0,0,0,0,0,0,"kuajena-community-hospital","7.61202, 28.04529",""
2160,"Kuajok Hospital","County Hospital","FC08039936","Unknown Payam In Gogrial West","Maiwut County","Latjoor","",0,0,0,0,0,0,"kuajok-hospital","8.63921, 28.08771",""
2161,"Kuda Dolo PHCC","Primary Health Care Centre","FC01019950","Unknown Payam In Juba","Juba County","Jubek","",33,1,0,0,1,1,"Dolo , dolo chd, kuda-dolo-phcc","0.00000, 0.00000",""
2162,"Kuda PHCU (Terekeka)","Primary Health Care Unit","FC01059946","Unknown Payam In Terekeka","Terekeka County","Terekeka","",178,1,0,0,1,1,"Kuda (Terekeka), Kuda lobimi phcu, Kuda lobimi phcu, Kuda PHCU , kuda-phcu-terekeka-","5.12187, 31.70748",""
2163,"Kuelkuech PHCU","Primary Health Care Unit","FC04049936","Unknown Payam In Rumbek East","Rumbek East County","Western Lakes","",118,1,0,0,1,1,"Kuel Kuac PHCU, kuelkuech-phcu","6.67242, 29.65305",""
2164,"Kuemduok PHCU","Primary Health Care Unit","FC03060608","Unknown Payam In Fangak","Fangak County","Western Bieh","Deleted",0,0,0,0,0,0,"kuemduok-phcu","9.06839, 30.68374",""
2165,"Kuemduok PHCU","Primary Health Care Unit","FC03069934","Unknown Payam In Fangak","Fangak County","Western Bieh","",86,1,0,0,1,1,"","9.20989, 30.94368",""
2166,"Kuer Guini PHCU","Primary Health Care Unit","FC06020804","Kuerguini","Guit County","Northern Liech","",0,0,0,0,0,0,"","9.10810, 30.03300",""
2167,"Kuernyang PHCC","Primary Health Care Centre","FC03060610","Unknown Payam In Fangak","Fangak County","Western Bieh","Deleted",0,0,0,0,0,0,"kuernyang-phcc","9.06839, 30.68374",""
2168,"Kuernyang PHCC","Primary Health Care Centre","FC03069938","Unknown Payam In Fangak","Fangak County","Western Bieh","",0,0,0,0,0,0,"","9.06839, 30.68374",""
2169,"Kuich PHCU","Primary Health Care Unit","FC07129924","Unknown Payam In Ulang","Ulang County","Latjoor","",0,0,0,0,0,0,"","8.57471, 32.83016",""
2170,"Kuich PHCU","Primary Health Care Unit","FC07120902","Unknown Payam In Ulang","Ulang County","Latjoor","Deleted",0,0,0,0,0,0,"kuich-phcu","8.57471, 32.83016",""
2171,"Kuirgai PHCU","Primary Health Care Unit","FC03030704","Unknown Payam In Duk","Duk County","Jonglei","",0,0,0,0,0,0,"","7.61793, 31.18432",""
2172,"Kur Seliek PHCU","Primary Health Care Unit","FC09020610","Uyujuku","Raga County","Lol","",0,0,0,0,0,0,"","8.96300, 27.16500",""
2173,"Kuron PHCC","Primary Health Care Centre","FC02020806","Kauto","Kapoeta East County","Namorunyang","",0,0,0,0,0,0,"","4.40060, 34.04320",""
2174,"Kuru PHCU","Primary Health Care Unit","FC09020612","Uyujuku","Raga County","Lol","",119,1,0,0,1,1,"Kuru","7.71840, 26.49668",""
2175,"Kutuk na woko PHCU","Primary Health Care Unit","FC01059948","Unknown Payam In Terekeka","Terekeka County","Terekeka","",0,0,0,0,0,0,"kutuk-na-woko-phcu","5.66098, 31.31872",""
2176,"Kworijik (Bungu) PHCU","Primary Health Care Unit","FC01019954","Unknown Payam In Juba","Juba County","Jubek","",0,0,0,0,0,0,"Kwariji bungu phcu, kworijik-bungu-phcu","4.72144, 31.47881",""
2177,"Kworijik (Luri) PHCU","Primary Health Care Unit","FC01019956","Unknown Payam In Juba","Juba County","Jubek","",119,1,0,0,1,1,"Kejiik PHCU, Kworijik Luri PHCU, kworijik-luri-phcu","4.93292, 31.58723",""
2178,"Kwornyang PHCU","Primary Health Care Unit","FC01059950","Unknown Payam In Terekeka","Terekeka County","Terekeka","",117,1,0,0,1,1,"Kworinyang, kwornyang-phcu","5.54353, 31.55658",""
2179,"Labarab PHCU","Primary Health Care Unit","FC03071102","Unknown Payam In Pibor","Pibor County","Boma","Deleted",0,0,0,0,0,0,"labarab-phcu","6.39537, 33.57272",""
2180,"Labarab PHCU","Primary Health Care Unit","FC03079924","Unknown Payam In Pibor","Pibor County","Boma","",0,0,0,0,0,0,"","6.39537, 33.57272",""
2181,"Lankien PHCC","Primary Health Care Centre","FC03051002","Thol","Nyirol County","Eastern Bieh","",0,0,0,0,0,0,"lankien-phcc","8.36910, 32.00120",""
2182,"Lankien PHCC","Primary Health Care Centre","FC03059924","Unknown Payam In Nyirol","Nyirol County","Eastern Bieh","Deleted",0,0,0,0,0,0,"","8.58413, 32.11986",""
2183,"Leer Hosp","County Hospital","FC06040902","Adok","Leer County","Southern Liech","",0,0,0,0,0,0,"","8.27098, 30.23372",""
2184,"Leer Private Clinic","Other","FC06040904","Adok","Leer County","Southern Liech","",0,0,0,0,0,0,"","8.27098, 30.23372",""
2185,"Lelang PHCU","Primary Health Care Unit","FC02051408","Unknown Payam In Lafon","Lopa/Lafon County","Imatong","",0,0,0,0,0,0,"","5.25541, 32.67319",""
2186,"Li-Bodo PHCU","Primary Health Care Unit","FC010099948","Unknown Payam In Yambio","Yambio County","Gbudwe","",115,1,0,0,1,1,"li-bodo-phcu","4.56650, 28.39723",""
2187,"Li-Rangu PHCC","Primary Health Care Centre","FC010099950","Unknown Payam In Yambio","Yambio County","Gbudwe","",130,1,0,0,0,0,"li-rangu-phcc","0.00000, 0.00000","1668745; 1618185"
2188,"Loa Mission CDoT PHCC","Primary Health Care Centre","FC02079948","Unknown Payam In Magwi","Magwi County","Imatong","",0,0,0,0,0,0,"loa-mission-cdot-phcc","3.91009, 32.21103",""
2189,"Lobwaye PHCU","Primary Health Care Unit","FC02019942","Unknown Payam In Ikotos","Ikotos County","Imatong","",114,1,0,0,1,1,"lobwaye-phcu","4.05458, 32.97403",""
2190,"Logire Hutuk-hinyang PHCU","Primary Health Care Unit","FC02019952","Unknown Payam In Ikotos","Ikotos County","Imatong","",114,1,0,0,1,1,"logire-hutuk-hinyang-phcu","4.22761, 32.76013",""
2191,"Lohutok PHCC","Primary Health Care Centre","FC02059948","Unknown Payam In Lafon","Lopa/Lafon County","Imatong","",0,0,0,0,0,0,"lohutok-phcc","5.25541, 32.67319",""
2192,"Lokoags1 OTP TSFP","Other","FC02039926","Unknown Payam In Kapoeta North","Kapoeta North County","Namorunyang","",0,0,0,0,0,0,"lokoags1-otp-tsfp","5.30453, 33.45908",""
2193,"Lokoges1 PHCU","Primary Health Care Unit","FC02039928","Unknown Payam In Kapoeta North","Kapoeta North County","Namorunyang","",0,0,0,0,0,0,"lokoges1-phcu","5.30453, 33.45908",""
2194,"Lomeyen PHCU","Primary Health Care Unit","FC02039930","Unknown Payam In Kapoeta North","Kapoeta North County","Namorunyang","",114,1,0,0,1,1,"Lomeyen, lomeyen-phcu","4.90641, 33.44205",""
2195,"Lopetet1 PHCU","Primary Health Care Unit","FC02039932","Unknown Payam In Kapoeta North","Kapoeta North County","Namorunyang","Deleted",0,0,0,0,0,0,"lopetet1-phcu","5.30453, 33.45908",""
2196,"Lozoh PHCU","Primary Health Care Unit","FC010049940","Unknown Payam In Mundri East","Mundri East County","Amadi","",0,0,0,0,0,0,"lozoh-phcu","0.00000, 0.00000",""
2197,"Lui Hospital","County Hospital","FC010049942","Unknown Payam In Mundri East","Mundri East County","Amadi","",135,1,0,0,1,1,"lui-hospital","5.34278, 30.44869",""
2198,"Lujule PHCU","Primary Health Care Unit","FC01049932","Unknown Payam In Morobo","Morobo County","Yei River","",0,0,0,0,0,0,"lujule-phcu","3.74131, 30.83522",""
2199,"Lul IDP Mobile Clinic","Specialized Hospital/Clinic","FC07029934","Unknown Payam in Kodok County","Kodok County","Western Nile","",0,0,0,0,0,0,"lul-idp-mobile-clinic","9.97972, 31.84152",""
2200,"Luom PHCU","Primary Health Care Unit","FC06059928","Unknown Payam In Mayendit","Mayendit County","Southern Liech","Deleted",0,0,0,0,0,0,"","8.12252, 29.91822",""
2201,"Luom PHCU","Primary Health Care Unit","FC06050902","Luom","Mayendit County","Southern Liech","",0,0,0,0,0,0,"luom-phcu","8.32380, 30.88890",""
2202,"Lwoki PHCU","Primary Health Care Unit","FC01059960","Unknown Payam In Terekeka","Terekeka County","Terekeka","",116,1,0,0,1,1,"Lwoki, lwoki-phcu","5.25191, 31.72878",""
2203,"Maal PHCU","Primary Health Care Unit","FC06051002","Maal","Mayendit County","Southern Liech","",0,0,0,0,0,0,"maal-phcu","8.32380, 30.88890",""
2204,"Maal PHCU","Primary Health Care Unit","FC06059930","Unknown Payam In Mayendit","Mayendit County","Southern Liech","Deleted",0,0,0,0,0,0,"","8.12252, 29.91822",""
2205,"Maar PHCU","Primary Health Care Unit","FC03099926","Unknown Payam In Twic East","Twic East County","Jonglei","Deleted",0,0,0,0,0,0,"","7.09873, 31.31039",""
2206,"Maar PHCU","Primary Health Care Unit","FC03090604","Pakeer","Twic East County","Jonglei","",0,0,0,0,0,0,"maar-phcu","6.91262, 31.37582",""
2207,"Maboiku PHCU","Primary Health Care Unit","FC010089934","Unknown Payam In Tambura","Tambura County","Gbudwe","",0,0,0,0,0,0,"maboiku-phcu","6.04684, 27.14314",""
2208,"Madebe PHCC","Primary Health Care Centre","FC010029926","Unknown Payam In Ibba","Ibba County","Maridi","",136,1,0,0,1,1,"Madebe phcc, madebe-phcc","4.79837, 28.99737",""
2210,"Madol PHCU","Primary Health Care Unit","FC06050802","Bor","Mayendit County","Southern Liech","",115,1,0,0,1,1,"madol-phcu","8.14391, 29.99781",""
2211,"Madol PHCU","Primary Health Care Unit","FC06059932","Unknown Payam In Mayendit","Mayendit County","Southern Liech","Deleted",0,0,0,0,0,0,"","8.12252, 29.91822",""
2212,"Maduany PHCU","Primary Health Care Unit","FC04049962","Unknown Payam In Rumbek East","Rumbek East County","Western Lakes","Deleted",0,0,0,0,0,0,"","6.79887, 30.01613",""
2213,"Mafuyu PHCU","Primary Health Care Unit","FC010019960","Unknown Payam In Ezo","Ezo County","Gbudwe","",114,1,0,0,1,0,"mafuyu, Mafuyu PaHCU, mafuyu-phcu","0.00000, 0.00000",""
2214,"Magang PHCU","Primary Health Care Unit","FC04081102","Unknown Payam In Yirol West","Yirol West County","Eastern Lakes","",0,0,0,0,0,0,"","6.38998, 30.47406",""
2215,"Magawa PHCU","Primary Health Care Unit","FC09020404","Ere","Raga County","Lol","",0,0,0,0,0,0,"","8.96300, 27.16500",""
2216,"Magayat PHCU","Primary Health Care Unit","FC09020614","Uyujuku","Raga County","Lol","",0,0,0,0,0,0,"","0.00000, 0.00000",""
2217,"Magbuka PHCU","Primary Health Care Unit","FC010099952","Unknown Payam In Yambio","Yambio County","Gbudwe","",0,0,0,0,0,0,"","5.12791, 28.54458",""
2218,"Magbuka PHCU","Primary Health Care Unit","FC10090708","Unknown Payam In Yambio","Yambio County","Gbudwe","Deleted",0,0,0,0,0,0,"magbuka-phcu","5.12791, 28.54458",""
2219,"Mager PHCU","Primary Health Care Unit","FC05059946","Unknown Payam In Aweil West","Aweil West County","Lol","",0,0,0,0,0,0,"mager-phcu","8.93025, 26.72067",""
2220,"Majiok PHCU","Primary Health Care Unit","FC07099928","Unknown Payam In Longechuk","Longuchuk County","Latjoor","",83,1,0,0,1,1,"Majiok, majiok-phcu","8.94210, 33.50632",""
2221,"Majok Adim PHCU","Primary Health Care Unit","FC05059948","Unknown Payam In Aweil West","Aweil West County","Lol","",116,1,0,0,1,1,"majok-adim-phcu, Majook Adim, MajookAdim PHCU","9.08223, 26.84728",""
2222,"Makembele PHCU","Primary Health Care Unit","FC04049944","Unknown Payam In Rumbek East","Rumbek East County","Western Lakes","",118,1,0,0,1,1,"makembele-phcu, Makembell PHCU","6.65229, 29.65028",""
2223,"Makpandu PHCC","Primary Health Care Centre","FC010099954","Unknown Payam In Yambio","Yambio County","Gbudwe","",130,1,0,0,1,0,"","0.00000, 0.00000","1668745; 1618186"
2224,"Makpandu PHCC","Primary Health Care Centre","FC10090710","Unknown Payam In Yambio","Yambio County","Gbudwe","Deleted",0,0,0,0,0,0,"makpandu-phcc","5.12791, 28.54458","1668745; 1618186"
2225,"Malek PHCU","Primary Health Care Unit","FC08039940","Unknown Payam In Gogrial West","Maiwut County","Latjoor","",154,1,0,0,0,1,"","8.37089, 28.05249",""
2226,"Malek PHCU (Melut)","Primary Health Care Unit","FC07049928","Unknown Payam In Melut","Melut County","Eastern Nile","",0,0,0,0,0,0,"Malek PHCU","10.37811, 32.56831",""
2227,"Malek PHCU (Melut)","Primary Health Care Unit","FC07040902","Unknown Payam In Melut","Melut County","Eastern Nile","Deleted",0,0,0,0,0,0,"malek-phcu-melut-","10.37811, 32.56831",""
2228,"Maliai PHCU","Primary Health Care Unit","FC08029932","Unknown Payam In Gogrial East","Gogrial East County","Gogrial East","",1,0,0,0,0,0,"maliai-phcu, Malign Alex yai","0.00000, 0.00000",""
2229,"Malith Alekyai","Other","FC05029952","Unknown Payam In Aweil East","Aweil East County","Aweil East","",116,1,0,0,1,1,"Malith Alek-Yai PHCU, Malith PHCU, malith-alekyai","9.44392, 27.71059",""
2230,"Malou PHCU (Rumbek East)","Primary Health Care Unit","FC04049948","Unknown Payam In Rumbek East","Rumbek East County","Western Lakes","",113,1,0,0,1,1,"Malou PHCU, malou-phcu-rumbek-east-","6.79887, 30.01613",""
2231,"Malow PHCU","Primary Health Care Unit","FC07090902","Unknown Payam In Longechuk","Longuchuk County","Latjoor","",84,1,0,0,1,1,"Jongjith","8.93541, 33.57141",""
2232,"Maluak PHCU","Primary Health Care Unit","FC06079934","Unknown Payam In Payinjiar","Panyijar County","Southern Liech","",0,0,0,0,0,0,"","7.52597, 30.33351",""
2233,"Maluak PHCU","Primary Health Care Unit","FC06071004","Mayom","Rumbek Centre County","Western Lakes","",0,0,0,0,0,0,"maluak-phcu","6.65312, 29.44684",""
2234,"Malual PHCU","Primary Health Care Unit","FC07099932","Unknown Payam In Longechuk","Longuchuk County","Latjoor","",0,0,0,0,0,0,"malual-phcu","9.25350, 33.52729",""
2235,"Manai PHCU","Primary Health Care Unit","FC04049950","Unknown Payam In Rumbek East","Rumbek East County","Western Lakes","",118,1,0,0,1,1,"manai-phcu","6.49197, 29.83542",""
2236,"Mandeng PHCU","Primary Health Care Unit","FC03060612","Unknown Payam In Fangak","Fangak County","Western Bieh","",0,0,0,0,0,0,"","9.06839, 30.68374",""
2237,"Manga PHCU","Primary Health Care Unit","FC06020806","Kuerguini","Guit County","Northern Liech","",0,0,0,0,0,0,"","9.10810, 30.03300",""
2238,"Mangala PHCC","Primary Health Care Centre","FC01019974","Unknown Payam In Juba","Juba County","Jubek","",136,1,0,0,1,1,"mangala-phcc, Mangalla PHCC","5.20160, 31.77119",""
2239,"Mangalotore PHCU","Primary Health Care Unit","FC01029980","Unknown Payam In Kajo Keji","Kajo Keji County","Yei River","",0,0,0,0,0,0,"mangalotore-phcu","0.00000, 0.00000",""
2240,"Mangayat PHCU","Primary Health Care Unit","FC09029934","Unknown Payam In Raja","Raga County","Lol","",119,1,0,0,1,1,"Mangayat, mangayat-phcu","8.46981, 25.67716",""
2241,"Mangbangau PHCU","Primary Health Care Unit","FC010019962","Unknown Payam In Ezo","Ezo County","Gbudwe","",114,1,0,0,0,0,"mangbangau-phcu, Mangbangua PHCU","0.00000, 0.00000",""
2242,"Mangbondo PHCU","Primary Health Care Unit","FC010099956","Unknown Payam In Yambio","Yambio County","Gbudwe","Deleted",0,0,0,0,0,0,"","5.12791, 28.54458",""
2243,"Mangbondo PHCU","Primary Health Care Unit","FC10090612","Unknown Payam In Yambio","Yambio County","Gbudwe","",0,0,0,0,0,0,"mangbondo-phcu","4.55041, 28.40004",""
2244,"Mangburu PHCU","Primary Health Care Unit","FC010089936","Unknown Payam In Tambura","Tambura County","Gbudwe","",0,0,0,0,0,0,"mangburu-phcu","6.04684, 27.14314",""
2245,"Manjonga PHCU","Primary Health Care Unit","FC06019924","Unknown Payam In Abiemnhom","Abiemnon County","Ruweng","",0,0,0,0,0,0,"manjonga-phcu","0.00000, 0.00000",""
2246,"Mannam PHCU","Primary Health Care Unit","FC07050602","Unknown Payam in Manyo County","Manyo County","Western Nile","",0,0,0,0,0,0,"","10.76072, 30.38951",""
2247,"Manyiel Thony PHCU","Primary Health Care Unit","FC08069934","Unknown Payam In Tonj South","Tonj South County","Tonj State","",117,1,0,0,1,1,"Manyiel-Thony, manyiel-thony-phcu","7.38740, 28.97803",""
2248,"Manzengi PHCU","Primary Health Care Unit","FC10020504","Maruko","Ibba County","Maridi","",0,0,0,0,0,0,"","4.72360, 29.15100",""
2249,"Maper 2 PHCU","Primary Health Care Unit","FC04059928","Unknown Payam In Rumbek North","Rumbek North County","Western Lakes","",119,1,0,0,1,1,"maper-2-phcu","7.69197, 29.71320",""
2250,"Mapuordit County Hospital","County Hospital","FC04089932","Unknown Payam In Yirol West","Yirol West County","Eastern Lakes","",123,1,1,1,0,0,"Mapuordi, mapuordit-county-hospital","6.33789, 30.07231",""
2251,"Mareng PHCU (Pigi)","Primary Health Care Unit","FC03041102","Unknown Payam In Pigi","Pigi County","Eastern Nile","",0,0,0,0,0,0,"","9.08590, 31.44115",""
2252,"Marial Bai PHCC (Aweil West)","Primary Health Care Centre","FC05059958","Unknown Payam In Aweil West","Aweil West County","Lol","",0,0,0,0,0,0,"marial-bai-phcc-aweil-west-","8.93025, 26.72067",""
2253,"Marial Bai PHCC (Jur River)","Primary Health Care Centre","FC09019972","Unknown Payam In Jur River","Gogrial West County","Gogrial East","",0,0,0,0,0,0,"marial-bai-phcc-jur-river-","7.61202, 28.04529",""
2254,"Marial Lou Hospital","County Hospital","FC08059934","Unknown Payam In Tonj North","Tonj North County","Tonj State","",134,1,0,0,1,1,"Marial-Lou Hospital, marial-lou-hospital","8.04313, 29.18960",""
2255,"Marial PHCU (Twic)","Primary Health Care Unit","FC03090606","Pakeer","Twic East County","Jonglei","",115,1,0,0,0,1,"Marial","7.77199, 27.99693",""
2256,"Maridi Hospital","County Hospital","FC010039948","Unknown Payam In Maridi","Maridi County","Maridi","",0,0,0,0,0,0,"maridi-hospital","5.09533, 29.68529",""
2257,"Martha PHCC","Primary Health Care Centre","FC01069962","Unknown Payam In Yei","Yei County","Yei River","",264,1,0,0,1,1,"martha-phcc","4.09765, 30.66761",""
2258,"Maruko PHCU","Primary Health Care Unit","FC10020506","Maruko","Ibba County","Maridi","",118,1,0,0,1,1,"","4.84481, 29.19176",""
2259,"Masia PHCU","Primary Health Care Unit","FC010099958","Unknown Payam In Yambio","Yambio County","Gbudwe","",2,0,0,0,0,0,"masia-phcu","0.00000, 0.00000",""
2260,"Matangai PHCC","Primary Health Care Centre","FC04039922","Unknown Payam In Rumbek Central","Rumbek Centre County","Western Lakes","",259,1,1,1,1,1,"Matangai, matangai-phcc","6.84755, 29.61682",""
2261,"Mathiangdhiei PHCU","Primary Health Care Unit","FC04039924","Unknown Payam In Rumbek Central","Rumbek Centre County","Western Lakes","",118,1,0,0,1,1,"Mathiangdhiei, mathiangdhiei-phcu","6.77748, 29.64364",""
2262,"Matiel PHCU","Primary Health Care Unit","FC08029934","Unknown Payam In Gogrial East","Gogrial East County","Gogrial East","",119,1,0,0,1,1,"matiel-phcu","8.14503, 28.22855",""
2263,"Mayen-Thon PHCU","Primary Health Care Unit","FC04029942","Unknown Payam In Cueibet","Cueibet County","Gok","",115,1,0,0,1,1,"mayen-thon-phcu, Mayenthon","6.97144, 29.22188",""
2264,"Mayendit PHCC","Primary Health Care Centre","FC06050804","Bor","Mayendit County","Southern Liech","",132,1,0,0,1,1,"Mayaindit, mayendit-phcc","8.13649, 30.00819",""
2265,"Mayendit PHCC","Primary Health Care Centre","FC06059934","Unknown Payam In Mayendit","Mayendit County","Southern Liech","Deleted",0,0,0,0,0,0,"","8.12252, 29.91822",""
2266,"Mayom (Payinjiar) PHCU","Primary Health Care Unit","FC06071006","Mayom","Rumbek Centre County","Western Lakes","",0,0,0,0,0,0,"","6.65312, 29.44684",""
2267,"Mayom PHCC (Mayom)","Primary Health Care Centre","FC06069926","Unknown Payam In Mayom","Mayom County","Northern Liech","",0,0,0,0,0,0,"mayom-phcc-mayom-","9.07024, 29.18741",""
2268,"Med Air Emergency Clinic","Primary Health Care Centre","FC07080508","North Renk","Renk County","Eastern Nile","",0,0,0,0,0,0,"medair-emergency-clinic","11.59210, 32.91070",""
2269,"Medair Abayok Clinic","Specialized Hospital/Clinic","FC07089936","Unknown Payam In Renk","Renk County","Eastern Nile","Deleted",0,0,0,0,0,0,"","11.36523, 32.95517",""
2270,"Medair Abayok Clinic","Primary Health Care Centre","FC07080606","South Renk","Renk County","Eastern Nile","",0,0,0,0,0,0,"medair-abayok-clinic","11.59210, 32.91070",""
2271,"Medair Batil Camp Clinic","Specialized Hospital/Clinic","FC07039944","Unknown Payam In Maban","Maban County","Eastern Nile","",0,0,0,0,0,0,"medair-batil-camp-clinic","10.02497, 33.45972",""
2272,"Medair Emergency Clinic","Specialized Hospital/Clinic","FC07089938","Unknown Payam In Renk","Renk County","Eastern Nile","",0,0,0,0,0,0,"","11.36523, 32.95517",""
2273,"Medair I - Batil Health","Primary Health Care Centre","FC07030704","Unknown Payam In Maban","Maban County","Eastern Nile","",0,0,0,0,0,0,"","10.02497, 33.45972",""
2274,"Meen PHCU (Rumbek North)","Primary Health Care Unit","FC04059932","Unknown Payam In Rumbek North","Rumbek North County","Western Lakes","",0,0,0,0,0,0,"meen-phcu-rumbek-north-","7.55564, 29.66020",""
2275,"Meiwun PHCU","Primary Health Care Unit","FC03071202","Unknown Payam In Pibor","Pibor County","Boma","Deleted",0,0,0,0,0,0,"meiwun-phcu","6.39537, 33.57272",""
2276,"Meiwun PHCU","Primary Health Care Unit","FC03079926","Unknown Payam In Pibor","Pibor County","Boma","",0,0,0,0,0,0,"","6.39537, 33.57272",""
2277,"Mena IOM","Other","FC07080608","South Renk","Renk County","Eastern Nile","",0,0,0,0,0,0,"","11.59210, 32.91070",""
2278,"Mena Med Air","Other","FC07080510","North Renk","Renk County","Eastern Nile","",0,0,0,0,0,0,"","11.59210, 32.91070",""
2279,"Menamba A PHCU","Primary Health Care Unit","FC09020508","Ringi","Raga County","Lol","Deleted",0,0,0,0,0,0,"menamba-a-phcu","8.96300, 27.16500",""
2280,"Menamba A PHCU","Primary Health Care Unit","FC09029938","Unknown Payam In Raja","Raga County","Lol","",203,1,0,0,1,1,"Menamba A","8.48419, 25.19722",""
